conflict_type_idx,sample_id,hidden_row,pair_label,pair_label_name,behavior_label,behavior_label_name,layer,tsne_x,tsne_y
1,70,69,1,new,1,direct_answer_no_conflict_ack,0,14.120576,-15.2035675
1,71,70,2,org,1,direct_answer_no_conflict_ack,0,-6.8835063,-16.19203
1,72,71,2,org,1,direct_answer_no_conflict_ack,0,-23.115032,-2.4146893
1,73,72,2,org,1,direct_answer_no_conflict_ack,0,10.753461,-18.412886
1,74,73,-1,neither,-1,parse_failed,0,-23.538507,6.9154634
1,75,74,2,org,1,direct_answer_no_conflict_ack,0,-2.2537546,-11.81379
1,76,75,-1,neither,1,direct_answer_no_conflict_ack,0,-3.1584105,-17.486744
1,77,76,2,org,1,direct_answer_no_conflict_ack,0,-16.023874,0.3152537
1,78,77,2,org,1,direct_answer_no_conflict_ack,0,-21.233627,2.6196241
1,79,78,2,org,-1,parse_failed,0,-20.724941,-18.418583
1,80,79,1,new,-1,parse_failed,0,-34.662964,4.2990956
1,81,80,2,org,1,direct_answer_no_conflict_ack,0,-20.939825,16.946592
1,82,81,1,new,1,direct_answer_no_conflict_ack,0,-22.807964,-15.502545
1,83,82,1,new,1,direct_answer_no_conflict_ack,0,4.8342223,-21.518661
1,84,83,2,org,1,direct_answer_no_conflict_ack,0,-29.328043,2.6968575
1,85,84,1,new,1,direct_answer_no_conflict_ack,0,-11.928841,-12.759047
1,86,85,1,new,1,direct_answer_no_conflict_ack,0,7.1614203,-1.4136944
1,87,86,1,new,1,direct_answer_no_conflict_ack,0,2.6942012,31.76313
1,88,87,1,new,1,direct_answer_no_conflict_ack,0,-5.8166976,11.924152
1,89,88,1,new,1,direct_answer_no_conflict_ack,0,6.34507,-6.222239
1,90,89,2,org,1,direct_answer_no_conflict_ack,0,-19.857187,7.3427052
1,91,90,1,new,1,direct_answer_no_conflict_ack,0,24.78118,-18.591265
1,92,91,2,org,1,direct_answer_no_conflict_ack,0,20.624033,-20.138016
1,93,92,2,org,1,direct_answer_no_conflict_ack,0,20.984211,-12.317464
1,94,93,2,org,1,direct_answer_no_conflict_ack,0,20.831491,-26.6851
1,95,94,2,org,1,direct_answer_no_conflict_ack,0,19.966719,-24.005352
1,96,95,2,org,1,direct_answer_no_conflict_ack,0,9.802847,-30.33369
1,97,96,2,org,1,direct_answer_no_conflict_ack,0,12.385142,5.9637184
1,98,97,2,org,-1,parse_failed,0,16.917969,-17.250988
1,99,98,2,org,1,direct_answer_no_conflict_ack,0,16.882076,-23.231768
1,100,99,1,new,-1,parse_failed,0,15.062669,-28.041561
2,1,0,-1,neither,1,direct_answer_no_conflict_ack,0,0.95237744,19.530048
2,2,1,2,org,1,direct_answer_no_conflict_ack,0,-0.45523313,35.055565
2,3,2,1,new,1,direct_answer_no_conflict_ack,0,-11.802512,15.672745
2,4,3,-1,neither,1,direct_answer_no_conflict_ack,0,-4.658806,22.371483
2,5,4,1,new,1,direct_answer_no_conflict_ack,0,-26.921188,13.931695
2,6,5,-1,neither,1,direct_answer_no_conflict_ack,0,2.3686638,12.624515
2,7,6,2,org,1,direct_answer_no_conflict_ack,0,-9.318606,19.761456
2,8,7,1,new,1,direct_answer_no_conflict_ack,0,-17.662146,19.577427
2,9,8,2,org,1,direct_answer_no_conflict_ack,0,-21.314384,25.07594
2,10,9,2,org,1,direct_answer_no_conflict_ack,0,-29.625292,9.55132
2,11,10,2,org,1,direct_answer_no_conflict_ack,0,-3.596076,28.519022
2,12,11,2,org,1,direct_answer_no_conflict_ack,0,-9.803702,22.796766
2,13,12,2,org,1,direct_answer_no_conflict_ack,0,-2.799207,19.72136
2,14,13,1,new,-1,parse_failed,0,-6.5200086,33.239452
2,15,14,2,org,1,direct_answer_no_conflict_ack,0,-16.54006,25.389498
2,16,15,2,org,1,direct_answer_no_conflict_ack,0,5.5048203,22.28332
2,17,16,1,new,1,direct_answer_no_conflict_ack,0,-10.527203,28.358809
2,18,17,2,org,1,direct_answer_no_conflict_ack,0,-0.46646923,24.399578
2,19,18,2,org,1,direct_answer_no_conflict_ack,0,-14.053557,20.271338
2,20,19,1,new,1,direct_answer_no_conflict_ack,0,3.2374897,15.952428
2,21,20,2,org,1,direct_answer_no_conflict_ack,0,-4.184206,0.84950596
2,22,21,2,org,1,direct_answer_no_conflict_ack,0,-33.67154,-0.91999495
2,23,22,2,org,1,direct_answer_no_conflict_ack,0,-16.82079,-13.76153
2,24,23,1,new,1,direct_answer_no_conflict_ack,0,-20.107758,-11.640416
2,25,24,2,org,1,direct_answer_no_conflict_ack,0,4.2525687,-4.1101003
2,26,25,1,new,1,direct_answer_no_conflict_ack,0,12.057929,22.226606
2,27,26,-1,neither,1,direct_answer_no_conflict_ack,0,-9.472091,-3.529088
2,28,27,1,new,1,direct_answer_no_conflict_ack,0,1.7947388,5.590271
2,29,28,2,org,1,direct_answer_no_conflict_ack,0,12.670764,15.118036
2,30,29,2,org,1,direct_answer_no_conflict_ack,0,-8.171105,-8.777993
2,31,30,2,org,1,direct_answer_no_conflict_ack,0,-15.940164,-5.5444765
2,32,31,2,org,-1,parse_failed,0,-13.581375,-8.944955
2,33,32,1,new,1,direct_answer_no_conflict_ack,0,-4.4314013,5.100653
2,34,33,2,org,1,direct_answer_no_conflict_ack,0,13.68623,-5.7227902
2,35,34,2,org,1,direct_answer_no_conflict_ack,0,8.596007,15.686986
2,36,35,1,new,1,direct_answer_no_conflict_ack,0,-31.70803,-1.6989067
2,37,36,2,org,1,direct_answer_no_conflict_ack,0,-11.571283,-0.18356627
2,38,37,-1,neither,1,direct_answer_no_conflict_ack,0,-10.27131,5.2917256
2,39,38,1,new,-1,parse_failed,0,-0.30438313,2.4253726
2,40,39,2,org,1,direct_answer_no_conflict_ack,0,-2.3460953,16.604496
2,41,40,1,new,1,direct_answer_no_conflict_ack,0,26.41819,1.9390764
2,42,41,1,new,1,direct_answer_no_conflict_ack,0,33.525402,-18.432838
2,43,42,2,org,1,direct_answer_no_conflict_ack,0,18.981766,5.4028473
2,44,43,2,org,1,direct_answer_no_conflict_ack,0,30.310453,3.495488
2,45,44,-1,neither,1,direct_answer_no_conflict_ack,0,33.727737,-6.829354
2,46,45,-1,neither,1,direct_answer_no_conflict_ack,0,23.07526,-0.8223361
2,47,46,-1,neither,1,direct_answer_no_conflict_ack,0,35.027576,-14.973815
2,48,47,2,org,1,direct_answer_no_conflict_ack,0,22.689066,-4.9287786
2,49,48,2,org,1,direct_answer_no_conflict_ack,0,21.911861,13.135901
2,50,49,2,org,1,direct_answer_no_conflict_ack,0,33.146095,-11.802205
2,51,50,-1,neither,1,direct_answer_no_conflict_ack,0,32.04593,-0.8877091
2,52,51,1,new,1,direct_answer_no_conflict_ack,0,23.579536,5.772831
2,53,52,2,org,1,direct_answer_no_conflict_ack,0,30.128517,-4.1834445
2,54,53,1,new,1,direct_answer_no_conflict_ack,0,36.631195,-5.667077
2,55,54,1,new,1,direct_answer_no_conflict_ack,0,26.122463,5.922236
2,56,55,2,org,1,direct_answer_no_conflict_ack,0,30.408573,-11.313071
2,57,56,2,org,1,direct_answer_no_conflict_ack,0,28.215721,-6.1540117
2,58,57,1,new,1,direct_answer_no_conflict_ack,0,25.687403,-2.8708901
2,59,58,1,new,1,direct_answer_no_conflict_ack,0,23.202875,9.999315
2,60,59,1,new,1,direct_answer_no_conflict_ack,0,31.193754,-14.090753
2,61,60,2,org,1,direct_answer_no_conflict_ack,0,-33.97456,7.437503
2,62,61,1,new,1,direct_answer_no_conflict_ack,0,-6.535847,-18.549389
2,63,62,2,org,1,direct_answer_no_conflict_ack,0,0.4718109,-11.112729
2,64,63,2,org,1,direct_answer_no_conflict_ack,0,-20.002373,-7.7498326
2,65,64,2,org,1,direct_answer_no_conflict_ack,0,-15.840443,-22.845804
2,66,65,2,org,1,direct_answer_no_conflict_ack,0,-32.060146,-6.879684
2,67,66,1,new,1,direct_answer_no_conflict_ack,0,-27.372375,-14.276285
2,68,67,-1,neither,1,direct_answer_no_conflict_ack,0,-13.6873255,-18.696064
2,69,68,1,new,1,direct_answer_no_conflict_ack,0,-31.433428,-10.2789
2,70,69,2,org,-1,parse_failed,0,14.250668,-15.401987
2,71,70,2,org,1,direct_answer_no_conflict_ack,0,-6.8048024,-16.073172
2,72,71,2,org,1,direct_answer_no_conflict_ack,0,-23.262503,-2.0030415
2,73,72,1,new,-1,parse_failed,0,11.121328,-18.331999
2,74,73,2,org,1,direct_answer_no_conflict_ack,0,-24.057405,6.977802
2,75,74,1,new,1,direct_answer_no_conflict_ack,0,-2.4071436,-11.666217
2,76,75,2,org,1,direct_answer_no_conflict_ack,0,-3.2286837,-18.207617
2,77,76,2,org,1,direct_answer_no_conflict_ack,0,-15.937428,1.290162
2,78,77,2,org,-1,parse_failed,0,-21.398153,3.009123
2,79,78,2,org,1,direct_answer_no_conflict_ack,0,-21.292171,-18.57233
2,80,79,2,org,1,direct_answer_no_conflict_ack,0,-33.93471,4.471782
2,81,80,-1,neither,1,direct_answer_no_conflict_ack,0,-21.561989,16.495562
2,82,81,-1,neither,1,direct_answer_no_conflict_ack,0,-22.511217,-15.710543
2,83,82,2,org,1,direct_answer_no_conflict_ack,0,4.936721,-20.937225
2,84,83,1,new,1,direct_answer_no_conflict_ack,0,-29.020699,3.3364832
2,85,84,-1,neither,1,direct_answer_no_conflict_ack,0,-11.937632,-13.252636
2,86,85,-1,neither,1,direct_answer_no_conflict_ack,0,7.0296917,-1.4311794
2,87,86,1,new,1,direct_answer_no_conflict_ack,0,2.464706,32.168156
2,88,87,2,org,1,direct_answer_no_conflict_ack,0,-6.4001346,12.1941
2,89,88,1,new,1,direct_answer_no_conflict_ack,0,6.670383,-5.9611382
2,90,89,2,org,1,direct_answer_no_conflict_ack,0,-20.138126,6.878649
2,91,90,2,org,1,direct_answer_no_conflict_ack,0,24.659426,-18.186056
2,92,91,1,new,1,direct_answer_no_conflict_ack,0,20.865017,-19.957436
2,93,92,2,org,1,direct_answer_no_conflict_ack,0,21.078808,-12.034641
2,94,93,1,new,1,direct_answer_no_conflict_ack,0,20.29829,-26.462584
2,95,94,2,org,1,direct_answer_no_conflict_ack,0,19.572502,-24.037432
2,96,95,2,org,2,asks_user_to_clarify,0,9.294119,-30.09802
2,97,96,2,org,1,direct_answer_no_conflict_ack,0,12.828897,6.489205
2,98,97,1,new,-1,parse_failed,0,17.410437,-17.157318
2,99,98,1,new,1,direct_answer_no_conflict_ack,0,16.898838,-23.475437
2,100,99,1,new,1,direct_answer_no_conflict_ack,0,14.867154,-28.1741
3,1,0,2,org,1,direct_answer_no_conflict_ack,0,0.7781389,19.849669
3,2,1,-1,neither,1,direct_answer_no_conflict_ack,0,-0.85689324,35.136494
3,3,2,-1,neither,1,direct_answer_no_conflict_ack,0,-11.793777,15.671943
3,4,3,2,org,1,direct_answer_no_conflict_ack,0,-4.7020044,22.943924
3,5,4,2,org,1,direct_answer_no_conflict_ack,0,-27.474892,13.77241
3,6,5,2,org,1,direct_answer_no_conflict_ack,0,2.1597888,12.660951
3,7,6,2,org,1,direct_answer_no_conflict_ack,0,-8.941527,19.56855
3,8,7,-1,neither,1,direct_answer_no_conflict_ack,0,-18.083399,19.805946
3,9,8,2,org,1,direct_answer_no_conflict_ack,0,-21.590267,24.900272
3,10,9,2,org,1,direct_answer_no_conflict_ack,0,-29.431793,10.008535
3,11,10,2,org,1,direct_answer_no_conflict_ack,0,-3.6375306,28.425879
3,12,11,2,org,-1,parse_failed,0,-9.959795,22.571642
3,13,12,2,org,1,direct_answer_no_conflict_ack,0,-2.8972023,19.477585
3,14,13,2,org,1,direct_answer_no_conflict_ack,0,-6.6309586,32.935863
3,15,14,-1,neither,1,direct_answer_no_conflict_ack,0,-16.54006,25.389498
3,16,15,2,org,1,direct_answer_no_conflict_ack,0,5.4226885,22.03201
3,17,16,2,org,1,direct_answer_no_conflict_ack,0,-10.375115,28.38117
3,18,17,2,org,1,direct_answer_no_conflict_ack,0,-0.47717813,24.440113
3,19,18,2,org,1,direct_answer_no_conflict_ack,0,-14.095128,20.212107
3,20,19,2,org,1,direct_answer_no_conflict_ack,0,2.9013374,15.877256
3,21,20,2,org,1,direct_answer_no_conflict_ack,0,-4.1835794,0.8632338
3,22,21,1,new,1,direct_answer_no_conflict_ack,0,-33.64497,-1.2346734
3,23,22,2,org,1,direct_answer_no_conflict_ack,0,-16.978868,-13.709522
3,24,23,2,org,1,direct_answer_no_conflict_ack,0,-20.196445,-11.416161
3,25,24,1,new,1,direct_answer_no_conflict_ack,0,4.26323,-4.1622567
3,26,25,2,org,1,direct_answer_no_conflict_ack,0,12.0991955,22.068954
3,27,26,2,org,1,direct_answer_no_conflict_ack,0,-10.504722,-4.252642
3,28,27,2,org,1,direct_answer_no_conflict_ack,0,2.0129483,5.5602136
3,29,28,2,org,1,direct_answer_no_conflict_ack,0,12.929189,15.11175
3,30,29,2,org,1,direct_answer_no_conflict_ack,0,-8.536073,-9.283118
3,31,30,1,new,1,direct_answer_no_conflict_ack,0,-15.026546,-5.464525
3,32,31,2,org,1,direct_answer_no_conflict_ack,0,-12.860242,-8.308475
3,33,32,2,org,1,direct_answer_no_conflict_ack,0,-4.3556232,5.3976293
3,34,33,2,org,1,direct_answer_no_conflict_ack,0,13.7208395,-5.7806945
3,35,34,2,org,1,direct_answer_no_conflict_ack,0,9.019141,15.682413
3,36,35,1,new,1,direct_answer_no_conflict_ack,0,-31.835682,-1.1726838
3,37,36,2,org,1,direct_answer_no_conflict_ack,0,-11.5899515,-0.21503842
3,38,37,-1,neither,1,direct_answer_no_conflict_ack,0,-10.260413,5.195003
3,39,38,2,org,1,direct_answer_no_conflict_ack,0,-0.3621095,2.5402002
3,40,39,2,org,1,direct_answer_no_conflict_ack,0,-2.5976913,16.575098
3,41,40,2,org,1,direct_answer_no_conflict_ack,0,26.602587,1.9334604
3,42,41,2,org,1,direct_answer_no_conflict_ack,0,33.192654,-18.089737
3,43,42,2,org,1,direct_answer_no_conflict_ack,0,19.519316,5.1783233
3,44,43,-1,neither,1,direct_answer_no_conflict_ack,0,30.634268,3.2207656
3,45,44,2,org,1,direct_answer_no_conflict_ack,0,33.70885,-6.7849545
3,46,45,-1,neither,1,direct_answer_no_conflict_ack,0,22.641905,-1.9209278
3,47,46,2,org,1,direct_answer_no_conflict_ack,0,35.606773,-14.821338
3,48,47,2,org,1,direct_answer_no_conflict_ack,0,23.410664,-4.3866706
3,49,48,2,org,1,direct_answer_no_conflict_ack,0,21.385374,13.109077
3,50,49,2,org,1,direct_answer_no_conflict_ack,0,33.22195,-11.843281
3,51,50,2,org,1,direct_answer_no_conflict_ack,0,31.830172,-0.7493364
3,52,51,2,org,1,direct_answer_no_conflict_ack,0,23.537918,5.697688
3,53,52,2,org,1,direct_answer_no_conflict_ack,0,30.338621,-4.263058
3,54,53,2,org,1,direct_answer_no_conflict_ack,0,36.333614,-5.0776744
3,55,54,2,org,1,direct_answer_no_conflict_ack,0,26.041729,5.7429905
3,56,55,2,org,1,direct_answer_no_conflict_ack,0,30.399952,-11.011852
3,57,56,-1,neither,1,direct_answer_no_conflict_ack,0,28.421654,-6.218978
3,58,57,-1,neither,1,direct_answer_no_conflict_ack,0,25.862642,-2.7057736
3,59,58,2,org,1,direct_answer_no_conflict_ack,0,22.869373,10.846286
3,60,59,2,org,1,direct_answer_no_conflict_ack,0,31.046755,-14.060335
3,61,60,2,org,1,direct_answer_no_conflict_ack,0,-33.58608,7.7043605
3,62,61,2,org,1,direct_answer_no_conflict_ack,0,-6.9366107,-18.787786
3,63,62,2,org,1,direct_answer_no_conflict_ack,0,0.625551,-11.248122
3,64,63,2,org,1,direct_answer_no_conflict_ack,0,-19.928514,-8.056912
3,65,64,2,org,1,direct_answer_no_conflict_ack,0,-15.887099,-23.076063
3,66,65,2,org,1,direct_answer_no_conflict_ack,0,-32.100685,-6.8675103
3,67,66,-1,neither,1,direct_answer_no_conflict_ack,0,-27.550955,-14.2027
3,68,67,2,org,1,direct_answer_no_conflict_ack,0,-13.454703,-18.662325
3,69,68,2,org,1,direct_answer_no_conflict_ack,0,-31.439457,-10.140081
3,70,69,2,org,1,direct_answer_no_conflict_ack,0,14.457841,-15.411262
3,71,70,2,org,1,direct_answer_no_conflict_ack,0,-6.7397566,-15.816079
3,72,71,2,org,1,direct_answer_no_conflict_ack,0,-23.26488,-2.1627939
3,73,72,2,org,1,direct_answer_no_conflict_ack,0,11.042693,-18.388767
3,74,73,2,org,1,direct_answer_no_conflict_ack,0,-23.986843,7.058536
3,75,74,2,org,1,direct_answer_no_conflict_ack,0,-2.4912477,-11.750381
3,76,75,1,new,1,direct_answer_no_conflict_ack,0,-3.3203092,-18.153069
3,77,76,2,org,-1,parse_failed,0,-15.9159775,1.2398673
3,78,77,-1,neither,1,direct_answer_no_conflict_ack,0,-21.394958,2.958943
3,79,78,2,org,1,direct_answer_no_conflict_ack,0,-21.212843,-18.537796
3,80,79,2,org,1,direct_answer_no_conflict_ack,0,-33.823914,4.519261
3,81,80,2,org,1,direct_answer_no_conflict_ack,0,-21.24963,16.724094
3,82,81,2,org,1,direct_answer_no_conflict_ack,0,-22.518463,-15.500747
3,83,82,-1,neither,1,direct_answer_no_conflict_ack,0,4.9514623,-20.922756
3,84,83,2,org,1,direct_answer_no_conflict_ack,0,-29.43273,3.0115793
3,85,84,-1,neither,1,direct_answer_no_conflict_ack,0,-11.774268,-13.309516
3,86,85,2,org,1,direct_answer_no_conflict_ack,0,7.1759815,-1.3717575
3,87,86,2,org,1,direct_answer_no_conflict_ack,0,2.6035821,32.048363
3,88,87,2,org,1,direct_answer_no_conflict_ack,0,-6.3189707,12.254284
3,89,88,2,org,1,direct_answer_no_conflict_ack,0,6.6141915,-5.7622323
3,90,89,2,org,-1,parse_failed,0,-20.308285,7.1670756
3,91,90,2,org,1,direct_answer_no_conflict_ack,0,24.336897,-18.339287
3,92,91,1,new,1,direct_answer_no_conflict_ack,0,20.74666,-19.784687
3,93,92,2,org,1,direct_answer_no_conflict_ack,0,21.016207,-12.103069
3,94,93,-1,neither,1,direct_answer_no_conflict_ack,0,19.993216,-26.423597
3,95,94,2,org,1,direct_answer_no_conflict_ack,0,19.340902,-23.827188
3,96,95,2,org,1,direct_answer_no_conflict_ack,0,9.548452,-30.34233
3,97,96,2,org,1,direct_answer_no_conflict_ack,0,12.825462,6.5371795
3,98,97,-1,neither,1,direct_answer_no_conflict_ack,0,18.186651,-16.941114
3,99,98,2,org,1,direct_answer_no_conflict_ack,0,16.908796,-23.476292
3,100,99,-1,neither,1,direct_answer_no_conflict_ack,0,14.892995,-28.159813
4,1,0,1,new,1,direct_answer_no_conflict_ack,0,1.2991669,19.477894
4,2,1,2,org,1,direct_answer_no_conflict_ack,0,-0.85708,35.12758
4,3,2,2,org,1,direct_answer_no_conflict_ack,0,-12.693405,15.759395
4,4,3,2,org,1,direct_answer_no_conflict_ack,0,-4.7020435,23.175459
4,5,4,1,new,1,direct_answer_no_conflict_ack,0,-26.914946,14.327475
4,6,5,-1,neither,1,direct_answer_no_conflict_ack,0,2.6023302,12.753025
4,7,6,1,new,1,direct_answer_no_conflict_ack,0,-8.966873,19.882347
4,8,7,1,new,1,direct_answer_no_conflict_ack,0,-17.784271,18.966845
4,9,8,1,new,1,direct_answer_no_conflict_ack,0,-21.85775,24.408077
4,10,9,2,org,1,direct_answer_no_conflict_ack,0,-29.431793,10.008535
4,11,10,1,new,-1,parse_failed,0,-3.1946714,28.629705
4,12,11,1,new,1,direct_answer_no_conflict_ack,0,-9.466116,23.149189
4,13,12,2,org,1,direct_answer_no_conflict_ack,0,-2.3388166,19.338514
4,14,13,1,new,1,direct_answer_no_conflict_ack,0,-5.863636,33.461037
4,15,14,-1,neither,-1,parse_failed,0,-16.302496,25.384598
4,16,15,2,org,1,direct_answer_no_conflict_ack,0,5.3858647,22.11951
4,17,16,1,new,1,direct_answer_no_conflict_ack,0,-10.216701,29.090807
4,18,17,1,new,1,direct_answer_no_conflict_ack,0,-0.92142797,24.351183
4,19,18,2,org,1,direct_answer_no_conflict_ack,0,-13.610166,20.621763
4,20,19,-1,neither,1,direct_answer_no_conflict_ack,0,3.3039033,15.844854
4,21,20,-1,neither,2,asks_user_to_clarify,0,-3.873474,0.94533837
4,22,21,1,new,1,direct_answer_no_conflict_ack,0,-33.79458,-1.5859851
4,23,22,2,org,1,direct_answer_no_conflict_ack,0,-16.73944,-13.647473
4,24,23,2,org,1,direct_answer_no_conflict_ack,0,-20.27198,-11.423545
4,25,24,-1,neither,1,direct_answer_no_conflict_ack,0,4.538658,-4.7929387
4,26,25,2,org,1,direct_answer_no_conflict_ack,0,12.086511,22.391037
4,27,26,2,org,1,direct_answer_no_conflict_ack,0,-10.6662,-4.0058136
4,28,27,2,org,1,direct_answer_no_conflict_ack,0,2.2247317,5.371474
4,29,28,1,new,-1,parse_failed,0,12.432327,15.024952
4,30,29,2,org,1,direct_answer_no_conflict_ack,0,-8.688621,-9.141655
4,31,30,-1,neither,1,direct_answer_no_conflict_ack,0,-15.320904,-5.0542035
4,32,31,1,new,1,direct_answer_no_conflict_ack,0,-13.637293,-8.917677
4,33,32,2,org,1,direct_answer_no_conflict_ack,0,-4.0454116,5.2349105
4,34,33,2,org,1,direct_answer_no_conflict_ack,0,14.124021,-6.2176495
4,35,34,2,org,1,direct_answer_no_conflict_ack,0,8.854303,15.720572
4,36,35,1,new,1,direct_answer_no_conflict_ack,0,-31.452278,-1.6656984
4,37,36,2,org,1,direct_answer_no_conflict_ack,0,-11.322085,0.23142754
4,38,37,-1,neither,1,direct_answer_no_conflict_ack,0,-10.127599,5.587891
4,39,38,2,org,1,direct_answer_no_conflict_ack,0,0.010222988,2.482106
4,40,39,2,org,-1,parse_failed,0,-2.5517004,15.844941
4,41,40,1,new,1,direct_answer_no_conflict_ack,0,26.398296,1.6282918
4,42,41,2,org,1,direct_answer_no_conflict_ack,0,34.03467,-17.877804
4,43,42,2,org,1,direct_answer_no_conflict_ack,0,19.193708,5.6728683
4,44,43,2,org,1,direct_answer_no_conflict_ack,0,30.635057,3.221859
4,45,44,2,org,1,direct_answer_no_conflict_ack,0,33.229088,-6.8830857
