model_id,conflict_type_idx,sample_id,stage,prompt_order,last_prompt_constraint,pair_label,pair_label_name,behavior_label,behavior_label_name,position_t,signed_margin,offaxis_ratio,log_offaxis_ratio,offaxis_fraction,midpoint_distance_ratio,log_midpoint_distance_ratio,endpoint_relative_hidden,oriented_position,oriented_margin
Qwen/Qwen3.5-4B,1,4,late_22_31,org_new,new,1,new,1,direct_no_ack,0.259058545284399,-0.48188290943120204,0.5692281194095802,0.4496022369971775,0.9098317469863091,0.6233606215558314,0.4841691626035344,0.16598166247659435,0.259058545284399,-0.48188290943120204
Qwen/Qwen3.5-4B,1,4,middle_10_21,org_new,new,1,new,1,direct_no_ack,0.273796730134751,-0.452406539730498,0.8405251466195436,0.5997667992026956,0.9373136139382835,0.8837452024241949,0.6257602671698052,0.1260118200054368,0.273796730134751,-0.452406539730498
Qwen/Qwen3.5-4B,1,5,early_00_09,org_new,new,2,org,1,direct_no_ack,0.6852868305634595,0.370573661126919,0.49958832825197785,0.4047793360676216,0.9321059455125507,0.5366765588047644,0.42909429816512085,0.04255618531289637,0.3147131694365405,-0.370573661126919
Qwen/Qwen3.5-4B,1,5,late_22_31,org_new,new,2,org,1,direct_no_ack,-0.09205517426598112,-1.1841103485319624,1.2377628941835528,0.8019832983569797,0.8917925122275816,1.381179118808865,0.8658770478458221,0.09124531188817327,1.092055174265981,1.1841103485319624
Qwen/Qwen3.5-4B,1,5,middle_10_21,org_new,new,2,org,1,direct_no_ack,0.6306978280015793,0.26139565600315845,0.8524651271878431,0.6133500808724411,0.9181610635804461,0.9261125982778743,0.6528310290687324,0.08371163400547094,0.3693021719984208,-0.26139565600315845
Qwen/Qwen3.5-4B,1,6,early_00_09,org_new,new,1,new,1,direct_no_ack,0.4325003277402583,-0.13499934451948342,1.4389381280388633,0.8884988781866433,0.9595501083250959,1.4962254035912432,0.9129115037985402,0.029770181276891582,0.4325003277402583,-0.13499934451948342
Qwen/Qwen3.5-4B,1,6,late_22_31,org_new,new,1,new,1,direct_no_ack,0.6160241423574747,0.23204828471494937,0.9011454275539361,0.6420283416023793,0.9914873978002369,0.9090020998552581,0.6461202866551868,0.058479944069876034,0.6160241423574747,0.23204828471494937
Qwen/Qwen3.5-4B,1,6,middle_10_21,org_new,new,1,new,1,direct_no_ack,0.3870850551282749,-0.22582988974345022,1.196740658038881,0.7759740293064405,0.9884662098130051,1.212153242131817,0.7825750429747639,0.06224161335665701,0.3870850551282749,-0.22582988974345022
Qwen/Qwen3.5-4B,1,7,early_00_09,org_new,new,2,org,1,direct_no_ack,0.46967611732562914,-0.06064776534874179,0.46416358017426546,0.38076237776280447,0.9812792028527351,0.4726756409049825,0.38662178399529556,0.07110266914006239,0.5303238826743708,0.06064776534874179
Qwen/Qwen3.5-4B,1,7,late_22_31,org_new,new,2,org,1,direct_no_ack,0.554006983257309,0.10801396651461811,0.51750205221973,0.41673444729041415,0.9785729556032642,0.5280904019509729,0.4239405770848477,0.1365572432675534,0.445993016742691,-0.1080139665146181
Qwen/Qwen3.5-4B,1,7,middle_10_21,org_new,new,2,org,1,direct_no_ack,0.4519314044172779,-0.09613719116544428,0.5349471167671541,0.4282585433455939,0.9889727093758768,0.5408391433140527,0.4321208268576942,0.13555875039575765,0.5480685955827221,0.0961371911654443
Qwen/Qwen3.5-4B,1,8,early_00_09,org_new,new,1,new,1,direct_no_ack,0.9811639425370942,0.9623278850741883,1.033902058072663,0.7058065250024874,0.9004623640550715,1.143128365307667,0.7590460152851416,0.03390821525504879,0.9811639425370942,0.9623278850741883
Qwen/Qwen3.5-4B,1,8,late_22_31,org_new,new,1,new,1,direct_no_ack,0.7919845253665965,0.583969050733193,0.7560727334987244,0.5609199216329632,0.9295544427741573,0.8122268805367716,0.5926049459943045,0.0834080241672869,0.7919845253665965,0.583969050733193
Qwen/Qwen3.5-4B,1,8,middle_10_21,org_new,new,1,new,1,direct_no_ack,0.8321561723680769,0.6643123447361537,0.822559249456507,0.5964700901799375,0.9221580019099312,0.8917349151830232,0.6336929634503781,0.08922826649315119,0.8321561723680769,0.6643123447361537
Qwen/Qwen3.5-4B,1,9,early_00_09,org_new,new,1,new,1,direct_no_ack,0.7253994239943812,0.45079884798876246,0.8863550755927967,0.6327973477631845,0.9558687951687667,0.9279075010784362,0.6546177902928221,0.040607376628556416,0.7253994239943812,0.45079884798876246
Qwen/Qwen3.5-4B,1,9,late_22_31,org_new,new,1,new,1,direct_no_ack,0.5332686264373694,0.06653725287473873,1.6465430598791215,0.9697663551819508,0.9975417656755277,1.6510029340539532,0.9713471855830174,0.04847852188186928,0.5332686264373694,0.06653725287473873
Qwen/Qwen3.5-4B,1,9,middle_10_21,org_new,new,1,new,1,direct_no_ack,0.6441038472358515,0.28820769447170286,0.9647339949493178,0.6718481064313427,0.9843306884192509,0.9786304327898261,0.6792386440017392,0.06951934989152808,0.6441038472358515,0.28820769447170286
Qwen/Qwen3.5-4B,1,10,early_00_09,org_new,new,1,new,1,direct_no_ack,0.9574166435422636,0.9148332870845275,0.7344144007329141,0.5479830621770445,0.840778652781656,0.8688492632026866,0.6236383072196933,0.04542623544993095,0.9574166435422636,0.9148332870845275
Qwen/Qwen3.5-4B,1,10,late_22_31,org_new,new,1,new,1,direct_no_ack,-0.3536961415813977,-1.7073922831627955,5.430904167743082,1.8590756982873,0.9875316961053496,5.5001719859705345,1.869700317823002,0.07852135366494624,-0.3536961415813977,-1.7073922831627955
Qwen/Qwen3.5-4B,1,10,middle_10_21,org_new,new,1,new,1,direct_no_ack,0.4490665271287366,-0.10186694574252675,2.249256005065287,1.097429721857144,0.9935921147438812,2.261410038359501,1.1013133287247592,0.07878180166506743,0.4490665271287366,-0.10186694574252675
Qwen/Qwen3.5-4B,1,11,early_00_09,org_new,new,1,new,1,direct_no_ack,0.5987224652386318,0.19744493047726347,1.7616363687716259,1.0144428739393756,0.9951811357723036,1.7700264540764183,1.0175115640784422,0.021599699488465088,0.5987224652386318,0.19744493047726347
Qwen/Qwen3.5-4B,1,11,late_22_31,org_new,new,1,new,1,direct_no_ack,-0.16898220485778956,-1.3379644097155792,3.449206579009001,1.4837530489647057,0.9663982469140135,3.55697219658028,1.5098905815767303,0.03660762254376011,-0.16898220485778956,-1.3379644097155792
Qwen/Qwen3.5-4B,1,11,middle_10_21,org_new,new,1,new,1,direct_no_ack,0.28536260515773443,-0.4292747896845312,1.8625501604842596,1.0423951976069887,0.989235846939946,1.8892101951104119,1.0501143073376362,0.04408326141598029,0.28536260515773443,-0.4292747896845312
Qwen/Qwen3.5-4B,1,12,early_00_09,org_new,new,2,org,1,direct_no_ack,0.21205884670947533,-0.5758823065810493,0.847321687099521,0.6086155952827162,0.9426773044168794,0.9069008332756929,0.6384453826619962,0.06268462079313628,0.7879411532905247,0.5758823065810493
Qwen/Qwen3.5-4B,1,12,late_22_31,org_new,new,2,org,1,direct_no_ack,0.4887519066608627,-0.02249618667827452,0.952985842096842,0.6692862992663561,0.9981841612925344,0.9547188679933167,0.6701739497397551,0.07707988470091172,0.5112480933391372,0.022496186678274487
Qwen/Qwen3.5-4B,1,12,middle_10_21,org_new,new,2,org,1,direct_no_ack,0.4000833145804315,-0.1998333708391369,0.717604716683288,0.5394864437793521,0.9900034044671039,0.7248864063788973,0.5436976344794479,0.10416459229717173,0.5999166854195684,0.1998333708391369
Qwen/Qwen3.5-4B,1,13,early_00_09,org_new,new,2,org,1,direct_no_ack,0.8555016118529462,0.7110032237058922,1.609310818564063,0.9544879820763817,0.9669933950169758,1.6599568936678402,0.9748560397473522,0.02769368506837739,0.1444983881470539,-0.7110032237058922
Qwen/Qwen3.5-4B,1,13,late_22_31,org_new,new,2,org,1,direct_no_ack,1.0387827254749067,1.0775654509498136,1.0915486976235447,0.7348360868486175,0.8863969660169895,1.2253977254940858,0.7985615024904177,0.1167823514796806,-0.03878272547490682,-1.0775654509498136
Qwen/Qwen3.5-4B,1,13,middle_10_21,org_new,new,2,org,1,direct_no_ack,0.695557723001634,0.39111544600326775,1.4496217331609864,0.8951618047471865,0.9772432326358934,1.4840762480935898,0.9091865504994154,0.07286663491988254,0.3044422769983661,-0.39111544600326775
Qwen/Qwen3.5-4B,1,14,early_00_09,org_new,new,2,org,1,direct_no_ack,0.5716448646594825,0.14328972931896505,0.8223276648995886,0.5994332793522134,0.9813277773153969,0.8380936391477916,0.608058063655728,0.0495034583680703,0.42835513534051745,-0.14328972931896505
Qwen/Qwen3.5-4B,1,14,late_22_31,org_new,new,2,org,1,direct_no_ack,0.7537010804993317,0.5074021609986634,0.7191229269924052,0.5413156091007103,0.9367495019041003,0.7667810249216356,0.5690147833839367,0.04817632483987431,0.24629891950066826,-0.5074021609986634
Qwen/Qwen3.5-4B,1,14,middle_10_21,org_new,new,2,org,1,direct_no_ack,0.7092744015768907,0.4185488031537814,0.6509941126329687,0.5011276547103467,0.9487199849687934,0.6860997186138654,0.5222258895515451,0.07367761418516433,0.2907255984231093,-0.4185488031537814
Qwen/Qwen3.5-4B,1,15,early_00_09,org_new,new,2,org,1,direct_no_ack,0.9523180906641961,0.9046361813283923,0.3735612718114057,0.31643872757003433,0.6312334190644586,0.5885142836482418,0.46241387602187095,0.059537837743619294,0.04768190933580384,-0.9046361813283923
Qwen/Qwen3.5-4B,1,15,late_22_31,org_new,new,2,org,1,direct_no_ack,1.1081136364541728,1.2162272729083459,0.5474228320836119,0.43632840060016526,0.6683062748317878,0.8197598769078065,0.5985558809063762,0.1270912312122906,-0.1081136364541729,-1.2162272729083459
Qwen/Qwen3.5-4B,1,15,middle_10_21,org_new,new,2,org,1,direct_no_ack,0.9455454803372301,0.8910909606744601,0.5215206658357477,0.41866941889553294,0.7570241489722741,0.6888774074306617,0.5231289599372462,0.10254094645980182,0.05445451966276995,-0.8910909606744601
Qwen/Qwen3.5-4B,1,16,early_00_09,org_new,new,1,new,1,direct_no_ack,0.673953979553092,0.3479079591061841,3.754439624617183,1.5546539793788487,0.9965360157044378,3.767616073295008,1.5574008783305584,0.01402315719270831,0.673953979553092,0.3479079591061841
Qwen/Qwen3.5-4B,1,16,late_22_31,org_new,new,1,new,1,direct_no_ack,0.3087891668312587,-0.38242166633748265,0.6909507101692893,0.5250709943757089,0.9581525111467324,0.721294769738021,0.5428473536292323,0.1894141779913405,0.3087891668312587,-0.38242166633748265
Qwen/Qwen3.5-4B,1,16,middle_10_21,org_new,new,1,new,1,direct_no_ack,0.5288636043532288,0.057727208706457624,1.6431238896603195,0.8898605628071484,0.9649629273603884,1.6818308693648805,0.9071339262332412,0.12443849595172664,0.5288636043532288,0.057727208706457624
Qwen/Qwen3.5-4B,1,17,early_00_09,org_new,new,2,org,1,direct_no_ack,0.22843459794953186,-0.5431308041009363,1.232611890862629,0.7958347474497308,0.9722730951714125,1.2651762505855448,0.8108137591239724,0.031017806592573045,0.7715654020504681,0.5431308041009363
Qwen/Qwen3.5-4B,1,17,late_22_31,org_new,new,2,org,1,direct_no_ack,0.7510801749132068,0.5021603498264136,1.0462325396940808,0.7137471359596737,0.958200666952244,1.0886020475110343,0.7351399151971396,0.08506181538108576,0.24891982508679322,-0.5021603498264136
Qwen/Qwen3.5-4B,1,17,middle_10_21,org_new,new,2,org,1,direct_no_ack,0.5883121364256391,0.1766242728512781,0.9645076247874232,0.6735963506534257,0.9757502541529797,0.9872088815017737,0.6854694258031762,0.07508356655221934,0.411687863574361,-0.1766242728512781
Qwen/Qwen3.5-4B,1,18,early_00_09,org_new,new,2,org,1,direct_no_ack,0.3264520709294954,-0.3470958581410092,1.1132786811683126,0.7393692912394157,0.9663447076165321,1.144062557914934,0.7555520379953309,0.04256334333019347,0.6735479290705045,0.3470958581410092
Qwen/Qwen3.5-4B,1,18,late_22_31,org_new,new,2,org,1,direct_no_ack,0.5233281144086601,0.04665622881732025,0.9273706638439497,0.6555334269464422,0.9849349084419616,0.9417949911824902,0.6629340537016297,0.10650655141870768,0.4766718855913399,-0.046656228817320254
Qwen/Qwen3.5-4B,1,18,middle_10_21,org_new,new,2,org,1,direct_no_ack,0.5459192304608813,0.09183846092176262,1.025180470524466,0.702338418035001,0.9910203398633798,1.0335217906686756,0.7066622263819715,0.09717953999648547,0.4540807695391187,-0.09183846092176261
Qwen/Qwen3.5-4B,1,19,early_00_09,org_new,new,2,org,1,direct_no_ack,0.22725388200213742,-0.5454922359957252,1.0920408608286571,0.7261260448935911,0.9689719366689378,1.1280392325321393,0.7426819429296374,0.04428870321508777,0.7727461179978625,0.5454922359957252
Qwen/Qwen3.5-4B,1,19,late_22_31,org_new,new,2,org,1,direct_no_ack,0.3184371708788329,-0.3631256582423342,2.3705881566117646,1.2076288456347162,0.9947299406945636,2.3821678058134603,1.2112507543010582,0.08598525637429695,0.6815628291211671,0.3631256582423343
Qwen/Qwen3.5-4B,1,19,middle_10_21,org_new,new,2,org,1,direct_no_ack,0.31069845548545355,-0.37860308902909284,1.189425458636326,0.7449567559200198,0.9801121039870702,1.2066849021237258,0.7537979259780636,0.09874185800816056,0.6893015445145464,0.37860308902909284
Qwen/Qwen3.5-4B,1,20,early_00_09,org_new,new,2,org,1,direct_no_ack,0.017251795767636732,-0.9654964084647265,1.0167528366030987,0.698012948728859,0.8938166910364282,1.1325171824341767,0.7551038144764595,0.04594349589621979,0.9827482042323632,0.9654964084647265
Qwen/Qwen3.5-4B,1,20,late_22_31,org_new,new,2,org,1,direct_no_ack,0.07798720044972708,-0.8440255991005458,0.5979010245030694,0.46838748221162224,0.8149419046285082,0.7334147991899589,0.5499609293309575,0.12462095044957618,0.9220127995502729,0.8440255991005458
Qwen/Qwen3.5-4B,1,20,middle_10_21,org_new,new,2,org,1,direct_no_ack,0.2038187633684675,-0.592362473263065,0.8930269361518288,0.634964738024474,0.9373487656370704,0.9483918457905122,0.6648095246760731,0.09152704080225427,0.7961812366315325,0.5923624732630649
Qwen/Qwen3.5-4B,1,21,early_00_09,org_new,new,-1,neither,1,direct_no_ack,0.7054009201044226,0.410801840208845,1.4658623604460443,0.9003225910045461,0.9896089933483584,1.4818415752194816,0.9066290884766971,0.026975693851918187,,
Qwen/Qwen3.5-4B,1,21,late_22_31,org_new,new,-1,neither,1,direct_no_ack,0.49212819030577215,-0.015743619388455744,0.43583633489065976,0.36085385104473505,0.9989594252996193,0.4362723623322663,0.36116088021195475,0.3462698647037081,,
Qwen/Qwen3.5-4B,1,21,middle_10_21,org_new,new,-1,neither,1,direct_no_ack,0.6005446434154179,0.20108928683083593,0.8657466343587666,0.6009403409880408,0.9897461004794957,0.8786173582777185,0.6064217155299417,0.17021929620259224,,
Qwen/Qwen3.5-4B,1,22,early_00_09,org_new,new,2,org,1,direct_no_ack,0.7354142144522582,0.47082842890451637,0.45343374696023925,0.3733265752305569,0.8798969722657137,0.5145135728618249,0.4147944458145785,0.05110901947576504,0.2645857855477418,-0.47082842890451637
Qwen/Qwen3.5-4B,1,22,late_22_31,org_new,new,2,org,1,direct_no_ack,1.2990089723577216,1.5980179447154435,0.567785939131735,0.44961062257612855,0.5805968170057897,0.9812804296957737,0.683348545987112,0.1624135584509281,-0.2990089723577217,-1.5980179447154435
Qwen/Qwen3.5-4B,1,22,middle_10_21,org_new,new,2,org,1,direct_no_ack,1.0072367710335564,1.0144735420671127,0.48489923759245385,0.3943242443878336,0.7019419680160924,0.705592449808051,0.5295941710306562,0.1127972719576466,-0.007236771033556337,-1.0144735420671127
Qwen/Qwen3.5-4B,1,23,early_00_09,org_new,new,2,org,1,direct_no_ack,0.8290914762911269,0.6581829525822537,0.46733995409058926,0.38258963036194077,0.8130561753966763,0.5729573517313302,0.4524288255095851,0.04447498556996352,0.17090852370887316,-0.6581829525822537
Qwen/Qwen3.5-4B,1,23,late_22_31,org_new,new,2,org,1,direct_no_ack,0.030844486143032597,-0.9383110277139348,0.13418497070433028,0.12585689258497545,0.2749127438334351,0.48813592750339224,0.39752176487223084,0.45628745444943963,0.9691555138569674,0.9383110277139348
Qwen/Qwen3.5-4B,1,23,middle_10_21,org_new,new,2,org,1,direct_no_ack,0.4176049677580081,-0.16479006448398378,0.494570475678295,0.3941509156316247,0.7845589525887635,0.6104923883001914,0.47510989453142677,0.1744018597402104,0.5823950322419919,0.16479006448398376
Qwen/Qwen3.5-4B,1,24,early_00_09,org_new,new,2,org,1,direct_no_ack,0.5400761879957836,0.08015237599156733,2.232581604201688,1.1639049647034365,0.9927427609142008,2.248045164364496,1.1688380140700294,0.020350127549921534,0.45992381200421634,-0.08015237599156735
Qwen/Qwen3.5-4B,1,24,late_22_31,org_new,new,2,org,1,direct_no_ack,0.30109247643266085,-0.3978150471346783,1.07569510533807,0.7300105896948061,0.982490911545811,1.094630679156651,0.7391503121854586,0.09885853737951403,0.6989075235673392,0.3978150471346783
Qwen/Qwen3.5-4B,1,24,middle_10_21,org_new,new,2,org,1,direct_no_ack,0.35182270435684476,-0.2963545912863104,1.4195044142146065,0.8633881125719648,0.9895469783172682,1.430712803941103,0.8686893486111847,0.06383660640394496,0.6481772956431552,0.2963545912863104
Qwen/Qwen3.5-4B,1,25,early_00_09,org_new,new,2,org,1,direct_no_ack,0.6510374129213636,0.30207482584272716,0.5487331332962996,0.4360141420455118,0.9480196453198131,0.5762703737752968,0.45436508418743005,0.04007879708207472,0.3489625870786364,-0.30207482584272716
Qwen/Qwen3.5-4B,1,25,late_22_31,org_new,new,2,org,1,direct_no_ack,0.5986412211355046,0.19728244227100922,0.5766386031098024,0.45456524759482864,0.9852720119706218,0.5853964051775951,0.4600641669957929,0.19788630102140187,0.4013587788644954,-0.19728244227100922
Qwen/Qwen3.5-4B,1,25,middle_10_21,org_new,new,2,org,1,direct_no_ack,0.6608108151847453,0.3216216303694906,0.7435360978437836,0.5549589278022308,0.9708684579235655,0.765451497397581,0.56757690306211,0.1168353967369682,0.3391891848152547,-0.3216216303694906
Qwen/Qwen3.5-4B,1,26,early_00_09,org_new,new,1,new,1,direct_no_ack,0.6649283511323378,0.3298567022646757,1.415440598439895,0.8813057858337198,0.9866863523399896,1.435506095915223,0.8894201874018032,0.027176102584636458,0.6649283511323378,0.3298567022646757
Qwen/Qwen3.5-4B,1,26,late_22_31,org_new,new,1,new,1,direct_no_ack,0.5026962202948304,0.005392440589660897,0.9551272872253527,0.6697256228466312,0.9997532866037174,0.9553595464663298,0.6698450632026993,0.14501921738305573,0.5026962202948304,0.005392440589660897
Qwen/Qwen3.5-4B,1,26,middle_10_21,org_new,new,1,new,1,direct_no_ack,0.40311060914435576,-0.19377878171128846,1.3696327786856306,0.8566256851580104,0.9955312883000028,1.3764531417918209,0.8593218824001188,0.0769911112424673,0.40311060914435576,-0.19377878171128846
Qwen/Qwen3.5-4B,1,27,early_00_09,org_new,new,2,org,1,direct_no_ack,0.7713634476406208,0.5427268952812416,0.9774803301462878,0.6801026987684682,0.9625889562879308,1.016778800599027,0.6994585529463417,0.03531750432929885,0.22863655235937919,-0.5427268952812416
Qwen/Qwen3.5-4B,1,27,late_22_31,org_new,new,2,org,1,direct_no_ack,0.7479547939939739,0.49590958798794793,1.2216558165001996,0.797448730235256,0.9781320215526502,1.2496335505927292,0.8098094989907295,0.08989973063420822,0.25204520600602603,-0.49590958798794793
Qwen/Qwen3.5-4B,1,27,middle_10_21,org_new,new,2,org,1,direct_no_ack,0.5669157288535066,0.13383145770701332,1.0515828490835786,0.708269148155087,0.9946690927637091,1.0583591967501464,0.7112278457008562,0.0797063043301879,0.43308427114649334,-0.13383145770701332
Qwen/Qwen3.5-4B,1,28,early_00_09,org_new,new,2,org,1,direct_no_ack,0.030609394415922236,-0.9387812111681555,2.7445521891544056,1.3127531084600317,0.9771161964132897,2.8002231491430294,1.3292525766273153,0.017407832475134503,0.9693906055840777,0.9387812111681555
Qwen/Qwen3.5-4B,1,28,late_22_31,org_new,new,2,org,1,direct_no_ack,-0.498855316238609,-1.997710632477218,2.275064524513962,1.1847588590566425,0.9146075329063331,2.4859132629604463,1.2474407369024383,0.026970873965577173,1.498855316238609,1.997710632477218
Qwen/Qwen3.5-4B,1,28,middle_10_21,org_new,new,2,org,1,direct_no_ack,-0.4569376280782315,-1.913875256156463,3.108104654459545,1.4095108208992373,0.9458666237513121,3.285737816553514,1.4523767529211415,0.03022133185946249,1.4569376280782314,1.913875256156463
Qwen/Qwen3.5-4B,1,29,early_00_09,org_new,new,2,org,1,direct_no_ack,0.6659074549335726,0.3318149098671452,1.3395289817631162,0.8491381324855034,0.9909382253094062,1.3520346430025272,0.8544113492642887,0.02974040553007553,0.33409254506642744,-0.3318149098671452
Qwen/Qwen3.5-4B,1,29,late_22_31,org_new,new,2,org,1,direct_no_ack,0.5082799727967892,0.016559945593578464,1.0563834888915995,0.7153403558354877,0.998542082981549,1.0579379271143816,0.716085069793511,0.07068225013940495,0.49172002720321073,-0.016559945593578474
Qwen/Qwen3.5-4B,1,29,middle_10_21,org_new,new,2,org,1,direct_no_ack,0.6096660139487857,0.21933202789757142,0.9567118753438627,0.66737747478688,0.989239428750643,0.9679527396925924,0.6728633802115848,0.08494336803491083,0.3903339860512143,-0.21933202789757136
Qwen/Qwen3.5-4B,1,30,early_00_09,org_new,new,1,new,3,self_resolves,-0.1600731010613081,-1.3201462021226162,2.3652920881821276,1.2056053218163252,0.956068854523463,2.4773138159674457,1.2377771089209182,0.02082122407142876,-0.1600731010613081,-1.3201462021226162
Qwen/Qwen3.5-4B,1,30,late_22_31,org_new,new,1,new,3,self_resolves,0.1373032963444672,-0.7253934073110656,4.648956076213977,1.7306637879549864,0.9964362631902961,4.665529851451761,1.7336024496990696,0.0318739130111778,0.1373032963444672,-0.7253934073110656
Qwen/Qwen3.5-4B,1,30,middle_10_21,org_new,new,1,new,3,self_resolves,-0.09648098960137441,-1.1929619792027488,3.8776960585799802,1.5778658636186613,0.983828957774265,3.935093419753102,1.5906048379323652,0.03163351409487997,-0.09648098960137441,-1.1929619792027488
Qwen/Qwen3.5-4B,1,31,early_00_09,org_new,new,1,new,3,self_resolves,0.3237035647699143,-0.35259287046017146,2.5158523116692346,1.2559750596678119,0.9900619372443547,2.541175889461454,1.2631559985102454,0.019633114710398896,0.3237035647699143,-0.35259287046017146
Qwen/Qwen3.5-4B,1,31,late_22_31,org_new,new,1,new,3,self_resolves,-0.011901086483259082,-1.023802172966518,3.5447763920328663,1.5138347580754035,0.9886455539087203,3.585718608899797,1.5227754856395244,0.03914828861216137,-0.011901086483259082,-1.023802172966518
Qwen/Qwen3.5-4B,1,31,middle_10_21,org_new,new,1,new,3,self_resolves,0.31684278079976985,-0.36631443840046024,3.133898901450284,1.4125212566116565,0.9958159849909825,3.1457455420400873,1.4156117805146897,0.02951131751900646,0.31684278079976985,-0.36631443840046024
Qwen/Qwen3.5-4B,1,32,early_00_09,org_new,new,2,org,1,direct_no_ack,0.2046141381767065,-0.590771723646587,0.7645148495719647,0.5673739668743863,0.9291386154457261,0.823624746792705,0.60023096897143,0.054603792307025445,0.7953858618232935,0.590771723646587
Qwen/Qwen3.5-4B,1,32,late_22_31,org_new,new,2,org,1,direct_no_ack,0.44348480590532746,-0.11303038818934512,0.5357257453396304,0.42846140457204046,0.9927941874101984,0.5395609040441905,0.4309627544483085,0.1310450258950954,0.5565151940946726,0.11303038818934515
Qwen/Qwen3.5-4B,1,32,middle_10_21,org_new,new,2,org,1,direct_no_ack,0.48012613567517054,-0.039747728649658885,0.7305638820918993,0.5467742525708329,0.9977994165347607,0.7323270742187585,0.5477469092400579,0.10030890994203456,0.5198738643248294,0.039747728649658885
Qwen/Qwen3.5-4B,1,33,early_00_09,org_new,new,1,new,1,direct_no_ack,-0.06312659208615938,-1.126253184172319,2.4452366655284785,1.2296180750984473,0.9602026241560223,2.5332447721743696,1.257638884221785,0.0184563725233973,-0.06312659208615938,-1.126253184172319
Qwen/Qwen3.5-4B,1,33,late_22_31,org_new,new,1,new,1,direct_no_ack,0.4189286486559357,-0.16214270268812853,1.1496700756429166,0.7647482806755421,0.9967672801341111,1.1535678137089411,0.7665157396087835,0.06566292627890782,0.4189286486559357,-0.16214270268812853
Qwen/Qwen3.5-4B,1,33,middle_10_21,org_new,new,1,new,1,direct_no_ack,0.07842644998111202,-0.8431471000377759,1.892281374395391,1.049126781495396,0.9743097228135708,1.9409158628312133,1.0658865351051585,0.043991976051301486,0.07842644998111202,-0.8431471000377759
Qwen/Qwen3.5-4B,1,34,early_00_09,org_new,new,-1,neither,3,self_resolves,0.29162581247517777,-0.41674837504964446,1.6349481920165378,0.9582038271981583,0.9773546918786128,1.6643752067537019,0.9711931427196234,0.037564430825189336,,
